orderid,latitude,longitude,estimateddeliverytime
1553911,37.8638312,-122.2550475,144
1554000,37.545504299999997,-122.26740390000001,154
1553893,34.004751800000001,-118.47505200000001,198
1554122,37.810070000000003,-122.28396100000001,281
1554145,37.760833400000003,-122.5011356,99
1554029,37.775259900000002,-122.4326374,237
1554112,37.805866199999997,-122.2493645,169
1554204,37.508062000000002,-122.2919708,130
1554012,37.494911700000003,-122.2382774,1
1554202,37.793650999999997,-122.4380324,222
1554229,37.709862600000001,-122.46952659999999,220
1554077,34.026480200000002,-118.4646602,89
1554091,37.470127699999999,-122.2392007,108
1554220,37.762766200000002,-122.4070098,36
1554344,37.866394,-122.250118,193
1554463,37.783744900000002,-122.44522929999999,130
1554470,37.862943299999998,-122.2504789,108
1554443,32.802348899999998,-117.23520860000001,199
1554321,37.790642699999999,-122.4102176,20
1554571,37.816794299999998,-122.25922540000001,150
1554519,32.779984599999999,-117.2519868,173
1554414,37.604010199999998,-122.40383989999999,173
1554657,37.668537999999998,-122.0872253,1
1554717,37.819650099999997,-122.25717040000001,1383
1554172,37.764401900000003,-122.478587,699
1554720,37.806296699999997,-122.2485215,148
1554753,37.843599099999999,-122.26171720000001,105
1554841,37.552717600000001,-122.32773469999999,286
1554680,33.920108800000001,-118.40638939999999,158
1554542,37.786358800000002,-122.443375,91
1554901,37.574925499999999,-122.3768841,404
1554892,37.737318000000002,-122.39293000000001,252
1554805,37.425532599999997,-122.2061631,16
1554806,37.520722900000003,-122.33788939999999,127
1554894,37.599838699999999,-122.4212929,105
1554880,37.659652800000003,-122.09393900000001,16
1554898,37.776156,-122.41864099999999,175
1554918,37.677727099999998,-122.4871464,112
1554825,36.968001899999997,-121.8984578,7
1555087,37.340625799999998,-121.9786999,39
1555144,37.756909899999997,-122.46179669999999,104
1555186,36.967380599999998,-122.02920659999999,23
1555337,33.849205300000001,-118.38095749999999,1189
1555341,37.7704095,-122.4440129,40
1555378,37.746870899999998,-122.4187642,6
1555229,37.353340899999999,-122.01097900000001,271
1555418,37.866287399999997,-122.2552508,55
1555445,37.485789199999999,-122.1858685,2
1555549,37.662024799999998,-122.10229630000001,7
1555498,37.767231199999998,-122.4528942,158
1555570,36.981861000000002,-121.910776,23
1555500,36.981861000000002,-121.910776,20
1555527,34.019925600000001,-118.46314719999999,166
1555562,37.613512299999996,-122.4846479,10
1555615,37.342156000000003,-121.88977300000001,1614
1555689,37.486182200000002,-122.2290148,64
1555780,37.812940699999999,-122.2781299,173
1555781,37.483538199999998,-122.2300845,330
1555814,37.714514899999998,-122.4416298,71
1555796,37.771032499999997,-122.4033069,36
1555791,37.3039858,-121.93965470000001,183
1555849,37.6422211,-122.43489340000001,2
1555902,37.793805900000002,-122.42188899999999,384
1555917,37.644629999999999,-122.42872800000001,114
1555920,36.973505500000002,-122.0151741,9
1556059,37.685571799999998,-122.0999793,206
1556172,37.809296099999997,-122.26997780000001,168
1556138,37.774727200000001,-122.2652487,52
1556218,37.864417199999998,-122.2678633,258
1556279,37.8642428,-122.2689979,238
1556338,37.423084699999997,-122.0969377,293
1556316,37.333709300000002,-121.8777149,242
1552623,37.806583000000003,-122.2705133,166
1552601,37.359556400000002,-121.9569327,44
1552662,37.797299500000001,-122.4256096,46
1552652,37.776379499999997,-122.40871660000001,185
1552667,37.698511099999997,-122.48017969999999,183
1552706,37.788840399999998,-122.4027155,363
1552649,37.472485499999998,-122.2281596,105
1552747,37.788936999999997,-122.413123,325
1552694,37.750318100000001,-122.4114476,57
1552765,37.8222758,-122.2489308,29
1552874,37.772901300000001,-122.41722369999999,488
1552806,37.822797000000001,-122.2563933,288
1552766,37.664508300000001,-122.4403619,0
1552994,37.683368299999998,-122.4760272,232
1553032,37.5661737,-122.3048289,180
1553178,37.759151500000002,-122.50876169999999,94
1553153,37.765138999999998,-122.42223300000001,166
1553169,37.784406500000003,-122.38985099999999,65
1553175,37.793388200000003,-122.41594790000001,63
1553076,32.915284999999997,-117.08657890000001,163
1553295,37.794567600000001,-122.20180670000001,272
1553243,37.804789900000003,-122.4441116,180
1553281,37.585501399999998,-122.3487149,207
1553316,37.766563499999997,-122.432282,215
1553167,33.990084699999997,-118.44785299999999,30
1553294,32.757973900000003,-117.14093509999999,86
1553406,36.965713700000002,-122.01674300000001,257
1553373,37.483029600000002,-122.2180293,166
1553478,32.746668999999997,-117.252253,128
1553553,37.775897499999999,-122.456812,28
1553492,37.864591400000002,-122.2506037,93
1553527,37.848923499999998,-122.2602696,186
1553487,37.488269699999996,-122.2204107,243
1553496,37.787469199999997,-122.41719399999999,163
1553710,37.772416900000003,-122.4291873,215
1553862,37.778939299999998,-122.49350800000001,109
1553749,37.466944300000002,-122.2396468,104
1553965,37.801972800000001,-122.24211339999999,47
1553896,37.8913832,-122.2830264,131
1553925,37.670970400000002,-122.0873667,179
1553768,37.550511399999998,-122.2530553,143
1554023,37.362551000000003,-121.8280156,224
1553598,37.353340899999999,-122.01097900000001,74
1554162,37.454196799999998,-122.1597072,219
1554126,37.3392798,-122.03716660000001,271
1554166,37.745485799999997,-122.43151570000001,4
1553770,37.833701900000001,-122.19729289999999,974
1554082,37.426189999999998,-122.180151,1
1554180,37.821641499999998,-122.2752062,157
1554119,37.788620000000002,-122.430156,57
1554174,37.391622099999999,-121.9771339,389
1554353,37.822778100000001,-122.2760803,11
1554093,37.783786800000001,-122.4196096,356
1554285,37.810230900000001,-122.2850159,16
1554340,37.405549499999999,-122.06646689999999,75
1554273,37.803994000000003,-122.413646,194
1554309,37.3988771,-122.093121,84
1554343,37.813741999999998,-122.264003,217
1554231,33.8762398,-118.40623909999999,75
1554393,37.350627699999997,-121.8226489,118
1554187,32.736051400000001,-117.10485970000001,369
1554441,37.705174499999998,-122.4471968,0
1554310,37.460101999999999,-122.1875261,91
1554338,37.720846600000002,-122.45057370000001,540
1554509,37.657780600000002,-122.0793417,138
1554100,37.450906000000003,-122.278257,60
1554574,32.800457999999999,-117.234627,134
1554633,37.772433900000003,-122.50270399999999,25
1554629,37.514687899999998,-122.2926926,226
1554586,37.348636599999999,-121.9924374,152
1554625,37.7401786,-122.1726798,124
1554785,37.737595800000001,-122.4826496,788
1554635,37.854152599999999,-122.2736781,59
1554641,37.442687800000002,-122.1975863,289
1554869,37.802600499999997,-122.4239846,930
1554702,37.7433494,-122.15376019999999,125
1554737,37.355470599999997,-121.9721227,22
1554827,37.601158300000002,-122.4169083,105
1554752,37.469253600000002,-122.21377029999999,60
1554889,36.969748099999997,-122.02675170000001,441
1554864,37.790073499999998,-122.4203227,206
1554973,37.752538899999998,-122.23345620000001,18
1555009,37.754336199999997,-122.4647767,103
1555010,37.5337575,-122.29926690000001,39
1555089,37.801849400000002,-122.4418202,216
1555115,37.716875700000003,-122.43829119999999,172
1555150,37.728836800000003,-122.4475827,14
1555205,37.860687499999997,-122.2360836,251
1555325,34.019715499999997,-118.49587699999999,175
1555331,37.712736999999997,-122.445621,120
1555365,37.775182000000001,-122.47718500000001,229
1555451,37.532338699999997,-122.3012334,642
1555442,37.786322499999997,-122.4141322,222
1555449,37.337399900000001,-121.95691290000001,71
1555490,37.8058379,-122.27120549999999,24
1555558,37.8078553,-122.22973450000001,2
1555609,37.748489599999999,-122.3869771,808
1555576,37.838363399999999,-122.21539610000001,20
1555627,36.961915900000001,-122.0275334,258
1555614,33.985169900000002,-118.4406932,87
1555586,37.791781999999998,-122.4180211,320
1555579,37.623516299999999,-122.0574182,165
1555583,37.745018000000002,-122.48148999999999,28
1555641,32.819031799999998,-117.1126369,149
1555593,37.724955299999998,-122.3958466,342
1555672,37.752886599999997,-122.4991713,237
1555704,37.7808682,-122.2311168,172
1555851,37.244707200000001,-121.92040969999999,6
1555884,32.725352999999998,-117.16772880000001,168
1555828,37.7187482,-122.4374488,116
1556042,37.822830400000001,-122.2879562,175
1555925,36.9662851,-121.8838616,208
1555916,37.725558599999999,-122.47694540000001,1083
1556045,37.7353083,-122.40211170000001,82
1556184,37.728354299999999,-122.4222986,159
1556106,37.715700099999999,-122.40037700000001,128
1556286,37.746305100000001,-122.4022463,28
1556255,32.837658400000002,-117.086904,174
1556360,37.827841499999998,-122.2779955,277
1556268,37.766597699999998,-122.41815010000001,138
1556276,37.377152299999999,-122.11701890000001,181
1556304,32.803899399999999,-117.15189169999999,117
1556089,37.420086699999999,-122.08235089999999,73
1556352,37.603418099999999,-122.3760382,120
1556324,37.681370000000001,-122.4004,1
1552602,37.577032500000001,-122.347582,190
1552734,37.809877499999999,-122.29969199999999,1364
1552776,37.794623799999997,-122.26939400000001,713
1552716,37.7146246,-122.4627624,178
1552704,37.7878939,-122.42567270000001,224
1552696,37.751085699999997,-122.4024853,366
1553013,37.390772300000002,-122.0106676,274
1552891,32.762813299999998,-117.124296,32
1553024,37.751411400000002,-122.5061876,248
1553004,37.805058000000002,-122.44423500000001,108
1553085,37.782246000000001,-122.453969,2
1552761,32.925469700000001,-117.0720694,0
1553148,37.658910499999998,-122.4548463,56
1553158,37.508164399999998,-122.2934365,195
1553271,37.843409899999997,-122.26508080000001,182
1553287,37.435918999999998,-122.118713,2716
1553378,37.7773824,-122.17809010000001,634
1553296,37.739963199999998,-122.4795702,97
1553497,37.765752300000003,-122.1856476,124
1553344,37.413435300000003,-122.0928995,110
1553391,37.715912099999997,-122.46122440000001,129
1553440,37.307510999999998,-121.849231,150
1553263,37.476802399999997,-122.2210915,242
1553583,37.774966499999998,-122.180105,338
1553561,37.732554700000001,-122.4391164,76
1553491,37.458809899999999,-122.267747,128
1553649,37.331275400000003,-121.9829081,34
1553725,37.7880921,-122.25302720000001,99
1553546,36.972918999999997,-122.04341700000001,117
1553562,37.451114799999999,-122.230113,185
1553789,37.799545100000003,-122.43283599999999,177
1553673,37.8018067,-122.43765310000001,222
1553684,37.492105899999999,-122.2319735,81
1553812,36.960680600000003,-122.0327877,122
1553857,37.801608000000002,-122.41393789999999,272
1553747,37.763424000000001,-122.506884,288
1553945,37.778640000000003,-122.48596070000001,141
1554044,37.801656999999999,-122.23281299999999,23
1553429,37.379838300000003,-122.06297309999999,8
1554021,37.785944200000003,-122.485708,143
1553818,36.963153200000001,-121.9896731,187
1554001,33.8782298,-118.36399729999999,79
1554061,37.723399999999998,-122.474002,173
1554371,37.864691499999999,-122.2601392,170
1554277,37.514370499999998,-122.3383163,166
1554336,37.346502600000001,-121.944954,138
1554339,37.664523000000003,-122.098811,185
1554484,37.773610599999998,-122.4092483,265
1554434,37.783844199999997,-122.41611260000001,285
1554454,37.749720000000003,-122.487735,122
1554314,37.669519700000002,-122.11109879999999,173
1554526,37.777104999999999,-122.45577590000001,113
1554554,37.549644999999998,-122.279563,77
1554421,37.826783399999997,-122.2599665,364
1554668,37.81071,-122.25330099999999,192
1554638,37.4434428,-122.1209131,365
1554787,37.787975199999998,-122.4019263,249
1554624,32.749979000000003,-117.14286300000001,286
1554755,32.754458499999998,-117.1193342,95
1554793,37.465373300000003,-122.2119374,47
1554846,37.682589800000002,-122.1234936,96
1554645,37.868704999999999,-122.2624804,86
1554884,37.786739699999998,-122.4517955,191
1554858,37.401083100000001,-122.1017193,134
1554978,37.752680900000001,-122.4776868,96
1555018,37.870903800000001,-122.2770611,1
1554947,37.797536899999997,-122.4374973,150
1555066,37.850564400000003,-122.27313220000001,27
1555102,37.655495899999998,-122.4191237,1016
1555075,37.713952599999999,-122.41192169999999,189
1555107,37.397885799999997,-122.00884569999999,110
1555232,37.331106800000001,-121.7753297,125
1555328,32.707155499999999,-117.07616950000001,86
1555397,36.972607000000004,-122.051726,1
1555538,37.649893200000001,-122.43336789999999,75
1555463,37.724082000000003,-122.47365000000001,195
1555625,37.5368937,-122.32485149999999,224
1555667,37.773412800000003,-122.3957475,185
1555726,32.715319600000001,-117.1625253,145
1555824,37.761815300000002,-122.4787242,1
1555942,37.703560000000003,-122.473815,181
1555921,37.803642400000001,-122.42747420000001,228
1555972,37.310794999999999,-121.939576,52
1556004,37.852302799999997,-122.2595839,352
1556017,37.786405000000002,-122.46165860000001,167
1555986,36.969826300000001,-121.9020939,147
1556261,37.803317999999997,-122.26552340000001,146
1556155,34.021536699999999,-118.5006448,250
1556132,32.740639000000002,-117.16152080000001,109
1556205,37.3550258,-121.8145775,1
1556351,37.793725600000002,-122.2525199,232
1556252,37.488477500000002,-122.2380697,702
1556242,36.952677000000001,-121.877223,156
1556344,37.482052299999999,-122.2025474,70
1556361,37.4237234,-122.1370008,172
1556332,37.789308499999997,-122.40681619999999,264
1552631,37.867404700000002,-122.2509771,219
1552770,37.350254499999998,-121.9607094,208
1552726,37.390848200000001,-122.0924466,126
1552728,37.395945599999997,-121.9501234,208
1552901,37.660663900000003,-122.0653173,3
1552929,37.718667000000003,-122.44005799999999,250
1552981,37.805812000000003,-122.410004,40
1552876,37.635573399999998,-122.05557690000001,172
1552996,37.8018049,-122.2413109,11
1552784,36.973686899999997,-122.0179588,255
1553301,37.778692300000003,-122.2681281,288
1553124,37.682692899999999,-122.48496249999999,116
1553279,37.477617100000003,-122.15241109999999,92
1553246,37.631501999999998,-122.4305433,206
1553160,37.844036000000003,-122.29547100000001,1
1553336,37.745882600000002,-122.457607,103
1553480,37.750003,-122.50660000000001,137
1553460,37.704162699999998,-122.4780797,254
1553533,32.758703400000002,-117.11453880000001,70
1553398,37.753014200000003,-122.49984689999999,66
1553515,37.5549824,-122.3290429,85
1553543,37.812009000000003,-122.251593,128
1553545,34.028260099999997,-118.49188770000001,152
1553525,37.429315899999999,-122.1426622,310
1553529,37.757714900000003,-122.401184,234
1553628,37.796474199999999,-122.41320829999999,85
1553502,37.358438800000002,-122.045275,89
1553918,36.9741474,-121.9116705,2039
1553895,37.389123499999997,-122.07623529999999,105
1554006,37.627756099999999,-122.0775481,160
1553797,32.7189537,-117.1705805,395
1553783,32.779456199999998,-117.25179129999999,250
1554191,32.785747999999998,-117.1085947,1139
1554181,37.867769299999999,-122.25016119999999,114
1554051,37.827744299999999,-122.19705879999999,127
1554041,36.986145800000003,-122.02174410000001,122
1554324,37.398707799999997,-121.9676955,148
1554319,37.67351,-122.47075100000001,86
1554547,37.528646100000003,-122.34231610000001,1321
1554539,37.813156900000003,-122.298692,16
1554556,32.778131299999998,-117.19109950000001,2
1554411,37.774443900000001,-122.49746759999999,104
1554476,33.820835600000002,-118.3843348,195
1554551,37.760171800000002,-122.41732930000001,214
1554617,37.4167153,-122.1622302,278
1554618,37.877614100000002,-122.29951370000001,214
1554695,37.668733600000003,-122.1085262,208
1554583,37.396153699999999,-122.10032099999999,213
1554703,37.780101999999999,-122.405339,327
1554671,37.779562800000001,-122.4034834,128
1554967,37.790845699999998,-122.41981699999999,190
1555017,37.622786099999999,-122.0429345,74
1555070,37.850127299999997,-122.25556280000001,380
1555088,37.765905400000001,-122.407965,138
1555068,37.758562900000001,-122.4186916,185
1555148,37.822290799999998,-122.2711458,180
1555098,37.866663000000003,-122.262767,247
1555152,37.379167099999997,-122.07125619999999,19
1555175,37.754769400000001,-122.18676910000001,833
1555348,37.584374400000002,-122.3346884,48
1555403,37.789127299999997,-122.40723680000001,266
1555461,33.874886400000001,-118.37935419999999,188
1555448,37.798646400000003,-122.40571799999999,218
1555432,37.769373000000002,-122.446517,213
1555456,37.478298000000002,-122.20514799999999,54
1555544,37.404378999999999,-122.11685,320
1555565,37.821920499999997,-122.2667491,21
1555585,37.790160499999999,-122.4029716,134
1555575,37.763618100000002,-122.43424779999999,115
1555622,37.799047999999999,-122.4464,169
1555639,37.7963314,-122.4219997,340
1555619,36.984937299999999,-122.0301596,75
1555686,36.958143700000001,-122.0398206,275
1555740,36.970111000000003,-121.9836638,224
1555762,33.669050200000001,-117.8945136,5
1555846,37.751895900000001,-122.1601952,1
1555772,33.547108999999999,-117.77321499999999,261
1555827,37.760063799999998,-122.41800619999999,257
1555869,37.552987899999998,-122.31217479999999,262
1555901,37.757466299999997,-122.4362242,241
1555847,32.878573099999997,-117.24049580000001,88
1555887,37.4454779,-122.1364397,293
1555951,37.578181399999998,-122.3774932,962
1555975,37.869690300000002,-122.2505974,0
1556060,37.7297419,-122.3914123,264
1555957,37.751190999999999,-122.465121,46
1556015,37.451124399999998,-122.21961899999999,73
1556096,36.9585984,-122.04255759999999,137
1556098,34.013523599999999,-118.4091825,6
1556157,37.660663900000003,-122.0653173,36
1556175,37.779862799999997,-122.4284191,1
1556193,37.784817199999999,-122.41563429999999,258
1556251,37.8637522,-122.261196,171
1556192,37.666468799999997,-122.1308736,0
1556078,37.774788100000002,-122.5082586,1131
1556348,37.802243699999998,-122.4090188,194
1556262,37.396232300000001,-121.9053514,46
1556340,36.961711000000001,-122.054699,121
1556221,32.7536196,-117.1438745,276
1552797,37.712736999999997,-122.445621,174
1552586,33.636481000000003,-117.91351779999999,17
1552836,37.852027,-122.28438199999999,120
1552769,37.5113409,-122.2929515,55
1552928,37.5661737,-122.3048289,110
1552904,37.354577900000002,-121.97923249999999,156
1552688,36.9524744,-122.04859020000001,163
1553120,37.754160200000001,-122.18210500000001,319
1553078,34.006072000000003,-118.4825345,119
1553116,37.784818700000002,-122.41869269999999,168
1553170,37.873200099999998,-122.280286,127
1553176,37.371673000000001,-122.104428,140
1553117,37.531508899999999,-122.2939078,171
1553327,37.538553700000001,-122.2505692,22
1553365,37.686400399999997,-122.0696655,10
1553314,37.742260000000002,-122.473162,234
1553272,37.791150500000001,-122.4121172,197
1553503,37.473613,-122.2173653,400
1553689,37.6365968,-122.4169045,785
1553683,37.801354000000003,-122.415716,203
1553606,37.787700000000001,-122.445234,273
1553481,37.799847,-122.40765,277
1553705,37.471799900000001,-122.2304891,70
1553901,37.808020900000002,-122.288214,787
1553943,37.822500599999998,-122.2574924,165
1553935,37.397430999999997,-121.9128753,327
1553657,37.266046099999997,-121.9299436,0
1553992,37.331893700000002,-121.9630717,18
1553982,37.813741999999998,-122.264003,9
1554151,32.805769699999999,-117.2351319,315
1554128,37.784185999999998,-122.3966973,149
1553984,36.963017299999997,-121.88197390000001,129
1554227,37.761291300000003,-122.3884492,50
1554246,37.317610799999997,-121.96517040000001,343
1554243,32.766456400000003,-117.0948944,73
1554305,32.753442,-117.102508,4
1554428,32.745274000000002,-117.182636,99
1554439,32.837913499999999,-117.2728563,0
1554450,37.745549799999999,-122.48206879999999,245
1554383,32.684168399999997,-117.105087,115
1554566,32.758574000000003,-117.2016801,17
1554478,37.760153000000003,-122.429823,180
1554667,37.6616097,-122.4344512,248
1554366,33.922866900000002,-118.139912,0
1554553,32.720281,-117.165959,203
1554559,37.305843400000001,-121.9719935,99
1554679,37.369274699999998,-121.98625149999999,134
1554716,37.687979900000002,-122.4669418,93
1554424,34.022440199999998,-118.5036231,185
1554803,37.476362199999997,-122.22613579999999,156
1554828,37.461133799999999,-122.23143450000001,11
1554895,37.585386,-122.33145500000001,150
1554920,37.778959,-122.43890260000001,156
1554981,37.879190999999999,-122.26437679999999,316
1555042,37.7767701,-122.4183622,2031
1555033,37.801276700000003,-122.407014,393
1554943,37.797387000000001,-122.395196,90
1554912,36.962566600000002,-121.88991470000001,6
1555191,37.882714399999998,-122.2997331,173
1555200,32.729583599999998,-117.1668542,143
1555288,37.773956599999998,-122.4985356,128
1555317,37.745635,-122.4113225,204
1555388,37.780971999999998,-122.45852499999999,232
1555487,37.774948100000003,-122.4775234,264
1555541,37.421485599999997,-122.1148647,150
1555557,37.7131659,-122.4195203,132
1555617,34.012115700000003,-118.4670277,211
1555630,37.788542499999998,-122.41549449999999,129
1555662,37.801208600000002,-122.4445106,167
1555675,37.7795828,-122.42326869999999,159
1555703,37.875008800000003,-122.2731673,860
1555811,37.253112000000002,-121.839046,172
1555877,37.798071499999999,-122.4292789,357
1555979,37.736677700000001,-122.1917389,212
1555961,37.374768699999997,-122.05640699999999,131
1556030,37.736677700000001,-122.1917389,1037
1556009,37.554043999999998,-122.26822199999999,75
1556034,37.3344661,-121.97097549999999,262
1556028,37.718403500000001,-122.471002,170
1556167,37.725558599999999,-122.47694540000001,316
1556219,37.736677700000001,-122.1917389,0
1556247,37.7994275,-122.249871,322
1556245,36.969748099999997,-122.02675170000001,162
1556254,37.752450699999997,-122.4127963,304
1556210,37.454586499999998,-122.215154,190
1556326,37.798761499999998,-122.4281637,95
1556317,37.701487999999998,-122.480782,152
1556233,37.795164,-122.4012307,235
1556355,37.767017099999997,-122.4516821,117
1556354,37.794848999999999,-122.4251453,137
1556315,37.635899999999999,-122.4187981,150
1552739,37.398337699999999,-121.9944842,639
1552748,36.9710933,-121.9917971,173
1552897,37.717328799999997,-122.4806574,170
1552869,37.380901199999997,-121.9759098,153
1552750,37.594389,-122.397372,112
1552958,37.846212000000001,-122.2929792,245
1552893,37.511155199999997,-122.2658103,32
1552931,37.576228800000003,-122.33380649999999,2
1552900,37.352820999999999,-122.0020658,91
1553131,37.881582999999999,-122.28965700000001,766
1553093,37.782647699999998,-122.41442720000001,188
1553008,37.3748638,-121.87079439999999,4
1553232,37.507721699999998,-122.2632902,216
1553231,32.797301900000001,-117.2533985,5
1553249,37.6872665,-122.1291195,110
1553185,37.6741855,-122.477158,247
1553227,37.573718900000003,-122.33293430000001,434
1553426,37.265721300000003,-121.906015,105
1553510,37.763759999999998,-122.176445,237
1553450,37.752309699999998,-122.4262232,131
1553517,37.367878699999999,-121.9900454,284
1553298,37.776615200000002,-122.40849609999999,183
1553475,37.783903299999999,-122.4643229,257
1553351,37.788620000000002,-122.430156,637
1553570,37.852080000000001,-122.24386,73
1553544,37.741957900000003,-122.495672,189
1553526,37.478595300000002,-122.1532121,263
1553612,37.774191899999998,-122.44543090000001,177
1553600,37.432003299999998,-122.171587,200
1553601,37.701063300000001,-122.4148232,257
1553221,33.930274300000001,-118.4268569,66
1553779,37.766048599999998,-122.4276201,227
1553834,37.205920999999996,-121.85389960000001,169
1553775,37.761710800000003,-122.4120612,71
1554047,37.788786399999999,-122.197214,143
1553843,37.465249700000001,-122.22851129999999,452
1554139,37.692304999999998,-122.47542,225
1554038,37.755433699999998,-122.15211189999999,91
1554263,32.718068000000002,-117.15516599999999,723
1554254,37.776682399999999,-122.4992464,116
1554159,37.749653500000001,-122.5075272,43
1554245,32.7970398,-117.2501736,246
1554124,32.710700500000002,-117.1469113,120
1554302,37.780366999999998,-122.495177,38
1554217,37.8620108,-122.2570853,160
1554298,37.775259900000002,-122.4326374,96
1554323,37.447778300000003,-122.1929825,159
1554482,37.775056800000002,-122.2146352,392
1554508,37.7616315,-122.4836634,137
1554495,37.362504100000002,-121.90850639999999,69
1554627,37.660177900000001,-122.43785389999999,200
1554735,37.650034599999998,-122.1077174,103
1554488,37.7897763,-122.4253463,383
1554807,37.791192299999999,-122.3981466,1049
1554432,37.757375099999997,-122.40707159999999,246
1554863,37.679192399999998,-122.099692,1408
1554764,37.750383900000003,-122.413082,169
1554637,37.791744299999998,-122.3921955,258
1554642,32.9342446,-117.01295500000001,1
1554791,32.772628400000002,-117.05061980000001,225
1555071,37.426749999999998,-122.1775073,811
1554932,37.799135,-122.437861,125
1555043,33.825159399999997,-118.3758042,3
1555049,37.783273399999999,-122.47882269999999,27
1555173,36.971435200000002,-122.02449559999999,368
1555164,37.560926500000001,-122.282748,10
1555169,37.799741599999997,-122.23095120000001,85
1555259,37.875554999999999,-122.260543,194
1555270,37.475222700000003,-122.163684,15
1555309,37.716538399999997,-122.4739239,152
1555296,32.709769100000003,-117.1508158,233
1555550,37.7647738,-122.4704784,188
1555616,37.296280899999999,-122.0006576,352
1555569,37.764763000000002,-122.465619,70
1555596,33.832616100000003,-118.2843737,147
1555648,37.748489599999999,-122.3869771,135
1555700,37.375039999999998,-121.8808966,304
1555723,37.777763999999998,-122.50250699999999,20
1555764,37.678699199999997,-122.0828511,57
1555931,37.389260800000002,-121.9828773,1977
1555880,37.443988599999997,-122.16208210000001,219
1555894,36.968311900000003,-122.0243531,217
1555932,37.581670299999999,-122.314881,168
1555996,37.411233500000002,-122.1021556,154
1556099,37.491826000000003,-122.2920225,80
1556111,37.477573399999997,-122.18663599999999,148
1556080,37.792065999999998,-122.399981,93
1556057,37.753633999999998,-122.476052,169
1556056,37.753810000000001,-122.41390199999999,197
1556188,37.775956200000003,-122.2148804,177
1556194,37.392746899999999,-122.07496829999999,16
1556169,37.764729500000001,-122.4195339,92
1556131,37.790382399999999,-122.39615310000001,163
1556270,37.785334400000004,-122.4125933,164
1552687,37.360639599999999,-121.98509230000001,86
1552707,37.424121,-122.10333199999999,630
1552732,37.574839099999998,-122.3217064,16
1552850,37.449778899999998,-122.16312689999999,360
1552677,36.956276899999999,-122.0327375,140
1552620,32.994841600000001,-117.0821519,0
1553045,37.395097300000003,-122.09806810000001,168
1553056,37.796581600000003,-122.4140968,331
1552895,37.478416500000002,-122.15219949999999,115
1552999,37.449399700000001,-122.18615010000001,65
1553097,37.728031299999998,-122.47708799999999,333
1553125,37.841512600000001,-122.2209178,8
1553118,37.771428999999998,-122.4343855,53
1553290,37.788039900000001,-122.41607930000001,88
1553310,37.793461999999998,-122.421795,215
1553300,37.712951199999999,-122.4501557,318
1553386,37.431258,-122.18768300000001,62
1553428,37.845844300000003,-122.26699069999999,135
1553474,32.745141500000003,-117.14515660000001,52
1553764,37.742626199999997,-122.48273469999999,1997
1553500,37.416596900000002,-122.06946430000001,331
1553771,37.329326700000003,-121.9653216,132
1553731,37.7870858,-122.42770419999999,182
1553718,37.728758499999998,-122.4566651,190
1553827,37.341408999999999,-122.03268199999999,192
1553810,37.743383299999998,-122.4734225,277
1553865,37.803451600000002,-122.26246260000001,32
1553861,37.760528999999998,-122.424668,121
1553850,37.329909899999997,-121.9049582,209
1553811,37.354179799999997,-121.87275990000001,144
1554131,37.679192399999998,-122.099692,1137
1554060,37.809877499999999,-122.29969199999999,144
1553991,37.776682399999999,-122.4992464,338
1554114,37.570851400000002,-122.3010161,0
1554059,37.770028099999998,-122.42209800000001,301
1554067,37.637693900000002,-122.4646157,167
1554216,37.796258100000003,-122.23981550000001,104
1554223,37.4965306,-122.27908480000001,97
1554388,37.727887299999999,-122.386476,47
1554237,37.790164699999998,-122.41032199999999,2157
1554472,36.959912099999997,-122.01979350000001,77
1554362,37.736507600000003,-122.4276572,145
1554501,37.3729844,-122.0517064,98
1554212,37.758002699999999,-122.4122145,198
1554438,37.776888999999997,-122.4430582,32
1554560,37.722788000000001,-122.45583000000001,118
1554576,37.379516600000002,-122.11716819999999,214
1554614,37.430941900000001,-122.20085280000001,115
1554584,37.506841199999997,-122.30052499999999,180
1554736,37.712944100000001,-122.4609564,157
1554721,37.7805939,-122.5069585,66
1554750,37.402105400000003,-121.9996218,92
1554772,37.805407199999998,-122.41853740000001,378
1554833,37.661740299999998,-122.44484679999999,220
1554823,37.777404099999998,-122.46916210000001,7
1554743,37.780209599999999,-122.408383,215
1554471,37.777374999999999,-122.46601800000001,128
1554855,37.650748999999998,-122.46422200000001,173
1554974,37.807484000000002,-122.268824,211
1554925,37.792589900000003,-122.42410599999999,148
1555002,37.564370099999998,-122.3078632,90
1554986,37.783419299999998,-122.4151014,103
1555022,37.470168000000001,-122.227689,149
1555039,36.983452999999997,-121.9146743,116
1555137,37.754769400000001,-122.18676910000001,833
1555242,37.762400800000002,-122.4656598,5
1555231,37.655754600000002,-122.0679331,181
1555228,37.335399000000002,-121.957277,7
1555250,34.016941699999997,-118.39330219999999,182
1555320,32.7531088,-117.1401635,162
1555312,37.761526699999997,-122.247778,93
1555360,37.791003500000002,-122.4159447,232
1555356,37.704827199999997,-122.4657167,122
1555381,37.704183200000003,-122.4154271,205
1555394,32.746600999999998,-117.1665895,136
1555417,37.501890600000003,-122.2483733,122
1555439,37.7382274,-122.41571380000001,14
1555352,37.650394400000003,-122.0867069,205
1555516,37.790180200000002,-122.4541595,2
